PA14_ID	GeneName	Essentiality	KEGG_ID	COG_ID	FUNCTION
PA14_68750	marC	Nonessential	K05595	COG2095	Intracellular trafficking and secretion
PA14_68770	argE	Nonessential	K01438	COG0624	Amino acid transport and metabolism
PA14_68780		Nonessential		COG0306	Inorganic ion transport and metabolism
PA14_68800		Nonessential		COG1392	Inorganic ion transport and metabolism
PA14_68810		Nonessential		COG3025	Function unknown
PA14_68820	gspE	Nonessential	K02454	COG2804	Cell motility and secretion / Intracellular trafficking and secretion
PA14_68830		Nonessential		COG1585	"Posttranslational modification, protein turnover, chaperones / Intracellular trafficking and secretion"
PA14_68840		Nonessential			
PA14_68850	gcvP1	Nonessential	K00281	COG1003	Amino acid transport and metabolism
PA14_68860	gcvH1	Nonessential	K02437	COG0509	Amino acid transport and metabolism
PA14_68870	gcvT1	Nonessential	K00605	COG0404	Amino acid transport and metabolism
PA14_68890		Nonessential		COG1178	Inorganic ion transport and metabolism
PA14_68900	fbpA	Nonessential	K02012	COG1840	Inorganic ion transport and metabolism
PA14_68920		Nonessential		COG0583	Transcription
PA14_68930		Nonessential		COG2814	Carbohydrate transport and metabolism
PA14_68940		Nonessential			
PA14_68955		Essential		COG0654	Coenzyme metabolism / Energy production and conversion
PA14_68970		Nonessential			
PA14_68980	ubiH	Essential	K03185	COG0654	Coenzyme metabolism / Energy production and conversion
PA14_69000	pepP	Nonessential	K01262	COG0006	Amino acid transport and metabolism
PA14_69010		Nonessential		COG3079	Function unknown
PA14_69020		Nonessential			
PA14_69030		Nonessential		COG3027	"Cell cycle control, cell division,    chromosome partitioning"
PA14_69040		Nonessential		COG0212	Coenzyme metabolism
PA14_69050		Nonessential		COG2947	Function unknown
PA14_69060	yhhJ	Nonessential	K01992	COG0842	Defense mechanisms
PA14_69070	yhiH	Nonessential	K13926	COG1131	Defense mechanisms
PA14_69090	yhiI	Nonessential	K01993	COG1566	Defense mechanisms
PA14_69100		Nonessential		COG1580	Cell motility and secretion
PA14_69110		Nonessential		COG0604	Energy production and conversion / General function prediction only
PA14_69130	glpT	Nonessential	K02445	COG2271	Carbohydrate transport and metabolism
PA14_69140	ubiB	Nonessential	K00523	COG0543	Coenzyme metabolism / Energy production and conversion
PA14_69150	ubiD	Essential	K03182	COG0043	Coenzyme metabolism
PA14_69170		Nonessential		COG1835	Lipid metabolism
PA14_69190	rho	Essential	K03628	COG1158	Transcription
PA14_69200	trxA	Essential	K03671	COG3118	"Posttranslational modification, protein turnover, chaperones"
PA14_69220	ppx	Nonessential	K01524	COG0248	Nucleotide transport and metabolism / Inorganic ion transport and metabolism
PA14_69230	ppk	Nonessential	K00937	COG0855	Inorganic ion transport and metabolism
PA14_69240	hemB	Essential	K01698	COG0113	Coenzyme metabolism
PA14_69250		Nonessential		COG0586	Function unknown
PA14_69260	elbB	Nonessential		COG3155	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_69270		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_69280		Nonessential		COG1671	Function unknown
PA14_69300		Nonessential		COG0672	Inorganic ion transport and metabolism
PA14_69310		Nonessential		COG1280	Amino acid transport and metabolism
PA14_69320		Nonessential		COG0861	Inorganic ion transport and metabolism
PA14_69330		Nonessential		COG0668	"Cell envelope biogenesis, outer membrane"
PA14_69340		Nonessential		COG0488	General function prediction only
PA14_69350		Nonessential		COG5589	Function unknown
PA14_69370	algP	Nonessential			
PA14_69380	fkl	Nonessential	K03773	COG0545	"Posttranslational modification, protein turnover, chaperones"
PA14_69390	algQ	Nonessential	K07740	COG3160	Transcription
PA14_69400	dsbH	Nonessential	K03611	COG1495	"Posttranslational modification, protein turnover, chaperones"
PA14_69420	hemY	Nonessential	K02498	COG3071	Coenzyme metabolism
PA14_69430	hemX	Nonessential	K02496	COG2959	Coenzyme metabolism
PA14_69440	hemD	Essential	K01719	COG1587	Coenzyme metabolism
PA14_69450	hemC	Essential	K01749	COG0181	Coenzyme metabolism
PA14_69470	algR	Nonessential	K08083	COG3279	Transcription / Signal transduction mechanisms
PA14_69480	algZ	Nonessential	K08082	COG2972	Signal transduction mechanisms
PA14_69500	argH	Nonessential	K01755	COG0165	Amino acid transport and metabolism
PA14_69510		Nonessential			
PA14_69520		Nonessential			
PA14_69540		Nonessential			
PA14_69550		Nonessential		COG3501	Function unknown
PA14_69560	hcpB	Nonessential	K11903	COG3157	"Intracellular trafficking, secretion,    and vesicular transport"
PA14_69570	corA	Nonessential	K03284	COG0598	Inorganic ion transport and metabolism
PA14_69580		Nonessential			
PA14_69590		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_69600		Nonessential			
PA14_69610	cyaA	Nonessential	K05851	COG3072	Nucleotide transport and metabolism
PA14_69620		Nonessential		COG4278	Function unknown
PA14_69630	rnk	Nonessential	K06140	COG0782	Function unknown
PA14_69640	cyaY	Nonessential	K06202	COG1965	Inorganic ion transport and metabolism
PA14_69660	lppL	Nonessential		COG5567	Cell motility and secretion
PA14_69670	lysA	Nonessential	K01586	COG0019	Amino acid transport and metabolism
PA14_69690	dapF	Essential	K01778	COG0253	Amino acid transport and metabolism
PA14_69700		Nonessential		COG3159	Function unknown
PA14_69710	sss	Essential	K03733	COG4973	"DNA replication, recombination, and repair"
PA14_69720		Nonessential		COG1011	General function prediction only
PA14_69740		Nonessential			
PA14_69750		Nonessential		COG1167	Transcription / Amino acid transport and metabolism
PA14_69760		Nonessential		COG3539	Cell motility and secretion / Intracellular trafficking and secretion
PA14_69770		Nonessential			
PA14_69780		Nonessential		COG0432	Function unknown
PA14_69795	amtB	Nonessential	K03320	COG0004	Inorganic ion transport and metabolism
PA14_69810	glnK	Nonessential	K04752	COG0347	Amino acid transport and metabolism
PA14_69820		Nonessential		COG2960	Function unknown
PA14_69840		Nonessential		COG0606	"Posttranslational modification, protein turnover, chaperones"
PA14_69850	betT	Nonessential	K02168	COG1292	"Cell envelope biogenesis, outer membrane"
PA14_69870	pchP	Nonessential			
PA14_69880		Nonessential		COG0583	Transcription
PA14_69890		Nonessential		COG0534	Defense mechanisms
PA14_69900		Nonessential		COG5001	Signal transduction mechanisms
PA14_69910	rep	Essential	K03656	COG0210	"DNA replication, recombination, and repair"
PA14_69925	poxB	Nonessential	K00156	COG0028	"acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase"
PA14_69940	xpt	Nonessential	K03816	COG0503	Nucleotide transport and metabolism
PA14_69950		Nonessential		COG0427	Energy production and conversion
PA14_69970	cycB	Nonessential		COG3245	Energy production and conversion
PA14_69980		Nonessential		COG1396	Transcription
PA14_69990	dadX	Nonessential	K01775	COG0787	"Cell envelope biogenesis, outer membrane"
PA14_70010		Nonessential		COG0251	"Translation, ribosomal structure and biogenesis"
PA14_70040	dadA	Nonessential	K00285	COG0665	Amino acid transport and metabolism
PA14_70050		Nonessential		COG3784	Function unknown
PA14_70060		Nonessential			
PA14_70070		Nonessential			
PA14_70080	lrp	Nonessential	K03719	COG1522	Transcription
PA14_70100		Nonessential		COG0665	Amino acid transport and metabolism
PA14_70110		Nonessential		COG1502	Lipid metabolism
PA14_70120		Nonessential			
PA14_70140	aldH	Nonessential	K12254	COG1012	Energy production and conversion
PA14_70160	bioA	Nonessential	K00822	COG0161	Coenzyme metabolism
PA14_70170		Nonessential		COG3450	General function prediction only
PA14_70180	rpmG	Nonessential	K02913	COG0267	"Translation, ribosomal structure and biogenesis"
PA14_70190	rpmB	Essential	K02902	COG0227	"Translation, ribosomal structure and biogenesis"
PA14_70200		Nonessential		COG0747	Amino acid transport and metabolism
PA14_70220		Nonessential			
PA14_70230	radC	Nonessential	K03630	COG2003	"DNA replication, recombination, and repair"
PA14_70240	coaC	Essential	K13038	COG0452	Coenzyme metabolism
PA14_70260	dut	Essential	K01520	COG0756	Nucleotide transport and metabolism
PA14_70270	algC	Nonessential	K15778	COG1109	Carbohydrate transport and metabolism
PA14_70280	argB	Nonessential	K00930	COG0548	Amino acid transport and metabolism
PA14_70290		Nonessential		COG2207	Transcription
PA14_70300		Nonessential		COG4313	Energy production and conversion
PA14_70310		Nonessential		COG3616	Amino acid transport and metabolism
PA14_70330		Nonessential		COG0277	Energy production and conversion
PA14_70340		Nonessential		COG3245	Energy production and conversion
PA14_70350		Nonessential		COG0824	General function prediction only
PA14_70360		Nonessential			
PA14_70370	pyrE	Nonessential	K00762	COG0461	Nucleotide transport and metabolism
PA14_70390	crc	Nonessential	K01142	COG0708	"DNA replication, recombination, and repair"
PA14_70400		Nonessential		COG3296	Function unknown
PA14_70420	rph	Nonessential	K00989	COG0689	"Translation, ribosomal structure and biogenesis"
PA14_70430	yicC	Nonessential		COG1561	Function unknown
PA14_70440	gmk	Essential	K00942	COG0194	Nucleotide transport and metabolism
PA14_70450	rpoZ	Nonessential	K03060	COG1758	Transcription
PA14_70470	spoT	Essential	K01139	COG0317	Signal transduction mechanisms / Transcription
PA14_70480		Nonessential		COG0251	"Translation, ribosomal structure and biogenesis"
PA14_70490		Nonessential			
PA14_70510		Nonessential			
PA14_70530		Nonessential		COG2207	Transcription
PA14_70550		Nonessential		COG0451	"Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism"
PA14_70560		Nonessential		COG0583	Transcription
PA14_70570	recG	Nonessential	K03655	COG1200	"DNA replication, recombination, and repair / Transcription"
PA14_70580		Nonessential		COG1639	Signal transduction mechanisms
PA14_70590		Nonessential			
PA14_70600	hupA	Nonessential	K05787	COG0776	"DNA replication, recombination, and repair"
PA14_70620	rubB	Nonessential	K05297	COG1251	Energy production and conversion
PA14_70630	rubA2	Nonessential		COG1773	Energy production and conversion
PA14_70640	rubA1	Nonessential		COG1773	Energy production and conversion
PA14_70650	glcG	Nonessential	K11477	COG3193	General function prediction only
PA14_70670	glcF	Nonessential	K11473	COG0247	Energy production and conversion
PA14_70680	glcE	Nonessential	K11472	COG0277	Energy production and conversion
PA14_70690	glcD	Nonessential	K00104	COG0277	Energy production and conversion
PA14_70710	glcC	Nonessential	K11474	COG2186	Transcription
PA14_70720	ubiC	Nonessential	K03181	COG3161	Coenzyme metabolism
PA14_70730	ubiA	Essential	K03179	COG0382	Coenzyme metabolism
PA14_70740		Nonessential		COG4315	Function unknown
PA14_70750	phoB	Nonessential	K07657	COG0745	Signal transduction mechanisms / Transcription
PA14_70760	phoR	Nonessential	K07636	COG0642	Signal transduction mechanisms
PA14_70770		Nonessential		COG1253	General function prediction only
PA14_70780		Nonessential		COG0739	"Cell envelope biogenesis, outer membrane"
PA14_70790		Nonessential		COG2204	Signal transduction mechanisms
PA14_70800	phoU	Essential	K02039	COG0704	Inorganic ion transport and metabolism
PA14_70810	pstB	Nonessential	K02036	COG1117	Inorganic ion transport and metabolism
PA14_70830	pstA	Nonessential	K02038	COG4985	Inorganic ion transport and metabolism
PA14_70850	pstC	Nonessential	K02037	COG4590	General function prediction only
PA14_70860		Nonessential		COG0226	Inorganic ion transport and metabolism
PA14_70920		Nonessential		COG2814	Carbohydrate transport and metabolism
PA14_70930		Nonessential		COG1607	Lipid metabolism
PA14_70940	betA	Nonessential	K00108	COG2303	Amino acid transport and metabolism
PA14_70950	betB	Nonessential	K00130	COG1012	Energy production and conversion
PA14_70970	betI	Nonessential	K02167	COG1309	Transcription
PA14_70980	betT1	Nonessential	K02168	COG1292	"Cell envelope biogenesis, outer membrane"
PA14_71000		Nonessential		COG4175	Amino acid transport and metabolism
PA14_71020		Nonessential		COG4176	Amino acid transport and metabolism
PA14_71030		Nonessential		COG2113	Amino acid transport and metabolism
PA14_71060	sdaB	Nonessential	K01752	COG1760	Amino acid transport and metabolism
PA14_71070		Nonessential		COG4977	Transcription
PA14_71080		Nonessential			
PA14_71090	yeiE	Nonessential		COG0583	Transcription
PA14_71100	yeiH	Nonessential		COG2855	Function unknown
PA14_71110		Nonessential		COG0657	Lipid metabolism
PA14_71120		Nonessential		COG0824	General function prediction only
PA14_71140		Nonessential		COG1250	Lipid metabolism
PA14_71150		Nonessential		COG3246	Function unknown
PA14_71160		Nonessential		COG2113	Amino acid transport and metabolism
PA14_71170		Nonessential		COG4977	Transcription
PA14_71180		Nonessential		COG0624	Amino acid transport and metabolism
PA14_71190		Nonessential		COG3342	Function unknown
PA14_71200		Nonessential		COG0251	"Translation, ribosomal structure and biogenesis"
PA14_71210		Nonessential		COG2072	Inorganic ion transport and metabolism
PA14_71220	cls	Nonessential	K06131	COG1502	Lipid metabolism
PA14_71230		Nonessential		COG3558	Function unknown
PA14_71240		Nonessential		COG2355	Amino acid transport and metabolism
PA14_71250		Nonessential			
PA14_71260		Nonessential		COG1902	Energy production and conversion
PA14_71280		Nonessential		COG0247	Energy production and conversion
PA14_71300	etfA-1	Nonessential	K03522	COG2025	Energy production and conversion
PA14_71310	etfB-1	Nonessential	K03521	COG2086	Energy production and conversion
PA14_71320		Nonessential			
PA14_71330		Nonessential		COG3655	Transcription
PA14_71340		Nonessential			
PA14_71350		Nonessential			
PA14_71360		Nonessential			
PA14_71370		Nonessential			
PA14_71380		Nonessential			
PA14_71390		Nonessential		COG3247	Function unknown
PA14_71400		Nonessential			
PA14_71410		Nonessential		COG4638	Inorganic ion transport and metabolism / General function prediction only
PA14_71420		Nonessential		COG1018	Energy production and conversion
PA14_71430		Nonessential			
PA14_71440	ltaA	Nonessential	K01620	COG2008	Amino acid transport and metabolism
PA14_71450		Nonessential			
PA14_71460	glyA1	Nonessential	K00600	COG0112	Amino acid transport and metabolism
PA14_71470	soxB	Nonessential	K00303	COG0665	Amino acid transport and metabolism
PA14_71490	soxD	Nonessential	K00304	COG4311	Amino acid transport and metabolism
PA14_71500	soxA	Nonessential	K00302	COG0404	Amino acid transport and metabolism
PA14_71510	soxG	Nonessential	K00305	COG4583	Amino acid transport and metabolism
PA14_71530	purU2	Nonessential	K01433	COG0788	Nucleotide transport and metabolism
PA14_71560	fdhA	Nonessential	K00148	COG1063	Amino acid transport and metabolism / General function prediction only
PA14_71570		Nonessential		COG0676	Carbohydrate transport and metabolism
PA14_71580		Nonessential		COG3495	Function unknown
PA14_71590		Nonessential			
PA14_71600	purK	Nonessential	K01589	COG0026	Nucleotide transport and metabolism
PA14_71620	purE	Nonessential	K01588	COG0041	Nucleotide transport and metabolism
PA14_71630	adhA	Nonessential	K13953	COG1064	General function prediction only
PA14_71640		Nonessential		COG0583	Transcription
