cpd24339	C18H24NO4	Cocaethylene
cpd01271	C39H47NO14	Rifamycin B
cpd01270	C17H21N4O9P	FMNH2
cpd01273	C18H15O8	Rosmarinate
cpd01272	C39H47NO14	Rifamycin O
cpd15816	C49H84O12P	2-O-(3'hydroxy)geranyl-3-O-geranyl-sn-glycero-1-phospho-myo-inositol
cpd02076	C6H10O3	6-Hydroxyhexan-6-olide
cpd02077	C20H33O2	8,11,14-Icosatrienoate
cpd02074	C6H11NO3	2-Oxo-6-aminocaproate
cpd02075	C21H38O6	6-Deoxyerythronolide B
cpd02072	C26H41N7O18P3S	5-Hydroxypentanoyl-CoA
cpd02073	C27H46O	5alpha-Cholestan-3-one
cpd02070	C8H4O6	4,5-Dihydroxyphthalate
cpd15817	C45H94NO7P	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-l-phosphoethanolamine
cpd23295	C11H9O4	(4E)-5-(4-hydroxyphenyl)-3-oxopent-4-enoic acid
cpd02079	C15H21N5O17P3	ADPribose 2'-phosphate
cpd02385	C6H7NO3	2-Aminomuconate semialdehyde
cpd02386	C5H7O5	2-Dehydro-3-deoxy-D-xylonate
cpd02387	C6H9O5	2-Dehydro-3-deoxy-L-fuconate
cpd02380	C4H8O3S	S-Methyl-1-thio-D-glycerate
cpd02383	C6H7N2O3	(S)-3-(Imidazol-5-yl)lactate
cpd24021	C43H62N7O19P3S	9alpha-hydroxy-3-oxo-23,24-bisnorchol-4-en-22-CoA
cpd24023	C22H31O4	3-one-9-hydroxy-23,24-bisnorchol-4-en-22-oate
cpd25069	C49H90O15	1-18:1-2-16:0-digalactosyldiacylglycerol
cpd24025	C43H60N7O18P3S	3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA
cpd24027	C34H48N7O19P3S	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA
cpd24026	C43H62N7O19P3S	3-oxo-23,24-bisnorchol-4-en-17-ol-22-oyl-CoA
cpd24029	C34H48N7O19P3S	(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA
cpd24028	C34H50N7O19P3S	5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA
cpd00591	C2H8N	Ethylamine
cpd16401	C10H11NO3	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one
cpd16406	C15H12N2O2	3-Hydroxycarbamazepine
cpd09698	C37H70O8P	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate
cpd11832	C4H6N2O6PR2	[Acetyl-CoA carboxylase] phosphate
cpd24128	C20H34O	manool
cpd24129	C20H34O	13-epi-manool
cpd11833	C22H33N10O15P2R2	ADP-D-ribosyl-[dinitrogen reductase]
cpd24124	C16H26N3O14P2	CPD-14020
cpd24125	C20H32	sclarene
cpd24126	C20H32	(Z)-biformene
cpd24127	C20H34O	(+)-copalol
cpd11830	C2H7NRS2	S-Aminomethyldihydrolipoylprotein
cpd24122	C41H60N7O17P3S	eicosapentaenoyl CoA
cpd16467	C8H12NO2	Vanillylamine
cpd03659	C89H143N6O55R	GQ1
cpd03658	C78H127N5O47R	GT1a
cpd24261	C24H46O	(15Z)-tetracos-15-enal
cpd03651	C18H38NO5P	Sphingosine 1-phosphate
cpd03650	C16H30O	Hexadecenal
cpd03653	C36H62N2O16R	GM4
cpd03652	C31H56NO13R	Digalactosylceramide
cpd03655	C61H101N4O34R	GD2
cpd03654	C53H88N3O29R	GD3
cpd03657	C45H79N2O23R	GA1
cpd03656	C39H69N2O18R	GA2
cpd03387	H2O3Se	Selenite
cpd12549	C9H18N2O8P	D-Alanyl-alanyl-poly(glycerolphosphate)
cpd12548	C9H7N2O5R2S	3-Hydroxymethyl ceph-3-em-4-carboxylate
cpd12018	C21H29O2R	Retinyl ester
cpd15049	C37H57N7O19P3S	3-Hydroxy-OPC6-CoA
cpd15048	C37H55N7O18P3S	trans-2-Enoyl-OPC6-CoA
cpd15047	C37H57N7O18P3S	OPC6-CoA
cpd15046	C39H59N7O19P3S	3-Oxo-OPC8-CoA
cpd15045	C39H61N7O19P3S	3-Hydroxy-OPC8-CoA
cpd15044	C39H59N7O18P3S	trans-2-Enoyl-OPC8-CoA
cpd15043	C39H61N7O18P3S	OPC8-CoA
cpd15041	C18H27O3	10-OPDA
cpd15040	C18H27O3	9,10-EOT
cpd02928	C20H31O4	8(R)-HPETE
cpd23043	C57H86O3	2-decaprenyl-6-methoxy-1,4-benzoquinone
cpd02920	C7H9N5O8P2	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate
cpd02921	C13H16N4O12P	SAICAR
cpd22252	C12H22O11	allolactose
cpd02924	C29H50O2	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
cpd02925	C7H9O4	5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one
cpd02926	C14H24NO11R	beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide
cpd02927	C42H75N8O22	beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide
cpd06560	C15H24	beta-Farnesene
cpd03039	C30H52O	24,25-Dihydrolanosterol
cpd03038	C29H48O	14-Demethyllanosterol
cpd03035	C28H46O	4-methylzymosterol
cpd03034	C5H9N2O3	3-Ureidoisobutyrate
cpd03037	C27H42O	7-Dehydrodesmosterol
cpd03032	C31H35N2O11	Novobiocin
cpd09927	C8H10NO5PS	Methylparathion
cpd25297	C32H63O2	dotriacontanoate
cpd25296	C34H67O2	geddate
cpd28829	C15H22O3	CPD1F-92
cpd04382	C26H30NO	Tamoxifen
cpd04383	C8H10	Ethylenzene
cpd27830	C27H50N2O8PRS	Palmitoleoyl-ACPs
cpd04386	C9H7O3	Benzoyl acetate
cpd04384	C8H10O	1-Phenylethanol
cpd04385	C8H8O	Acetophenone
cpd22715	C5H7O7P	4-hydroxy-2,3-pentanedione-5-phosphate
cpd25685	C12H8OS	DBTO
cpd05389	C14H17NO6	Indican
cpd22713	C11H11NO2	IAA methyl ester
cpd22248	C10H18N4O5	ala-gly-ala-gly
cpd25683	C8H18NO	5-aminooctanal
cpd08434	C17H13O8	Syringetin
cpd25680	C26H37N7O20P3S	(R)-citramalyl-CoA
cpd23083	C9H13N5O4	7,8-dihydromonapterin
cpd25681	C7H5O6	2-methyl-trans-aconitate
cpd01861	C3H8O2	(R)-1,2-Propanediol
cpd01710	C7H8O4	2-Isopropylmaleate
cpd01711	C4H7O2	Isobutyrate
cpd01864	C16H17NO4	(S)-Norlaudanosoline
cpd01714	C3H6NO2Cl	3-Chloro-L-alanine
cpd01715	C7H13NO3	3-Dehydrocarnitine
cpd01868	C16H12O5	2'-Hydroformononetin
cpd01869	C15H10O3	2'-Hydroxyisoflavone
cpd23084	C15H9O6	3-(2,4-dihydroxyphenyl)-4,7-dihydroxycoumarin
cpd09522	C8H11NO5S	Dopamine 3-O-sulfate
cpd04563	C52H76O24	Plicamycin
cpd00401	C28H36N7O17P3S	Benzoyl-CoA
cpd11789	C11H20NO7PR2	Plasmenylcholine
cpd00403	C6H11O7	D-Mannonate
cpd00402	C12H19N3O13P2	CDPglycerol
cpd00405	C16H32O	Hexadecanal
cpd00404	C5H13N2O2	D-Ornithine
cpd00407	C10H16	Limonene
cpd00406	C2H7NO2S	Hypotaurine
cpd00409	C19H30O2	Androsterone
cpd00408	C6H11O4	Pantoate
cpd08655	C20H26O4	Gibberellin A12
cpd08656	C20H26O5	Gibberellin A14
cpd08651	C20H27O4	Gibberellin A14 aldehyde
cpd08652	C19H20O5	Gibberellin A51-catabolite
cpd08653	C19H20O6	Gibberellin A29-catabolite
cpd08658	C20H26O5	Gibberellin A15 open lactone
cpd08659	C20H24O5	Gibberellin A24
cpd10568	C12H18N3O7S	S-(Formylmethyl)glutathione
cpd10567	C2H3OBr	2-Bromoacetaldehyde
cpd10566	C8H10O7Cl3	Urochloralic acid
cpd10565	C12H16N3O6SCl2	DCVG
cpd10564	C2HOCl3	Dichloroacetyl chloride
cpd10563	C2HOCl3	Chloral
cpd10562	C12H17N3O7SCl	2-(S-Glutathionyl)acetyl chloride
cpd10561	C12H17N3O7SCl	S-(2-Chloroacetyl)glutathione
cpd10560	C22H32N6O13S2	2-(S-Glutathionyl)acetyl glutathione
cpd15576	C60H100NO7P	undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose
cpd15575	C61H100NO8P	undecaprenyl phosphate-4-amino-4-formyl-L-arabinose
cpd16925	C49H93N2O8PRS	cis-21-C38oyl-ACP
cpd16924	C63H119N2O8PRS	cis-21-cis-37--C52oyl-ACP
cpd16927	C68H131N2O9PRS	cis-37-C57oyl-ACP
cpd16926	C35H65N2O8PRS	cis-21-tetracosanoyl-ACP
cpd16921	C67H127N2O8PRS	cis-19-cis-41-C56oyl-ACP
cpd16920	C55H103N2O8PRS	cis-19-cis-41-C44oyl-ACP
cpd16923	C51H95N2O8PRS	cis-21-cis-37--C38oyl-ACP
cpd16922	C53H101N2O8PRS	cis-19-C42oyl-ACP
cpd16929	C70H135N2O9PRS	cis-37-C59oyl-ACP
cpd16928	C69H133N2O9PRS	cis-37-C58oyl-ACP
cpd23048	C13H14N2O3S	5-hydroxyindole thiazolidine carboxylate
cpd23049	C10H11NO2	1H-indole-3-ethanol, 5-hydroxy-
cpd12251	C7H13N3O2R2	Cytochrome c L-lysine
cpd09389	C24H33O5	Dehydrocholic acid
cpd23440	C10H16O	4-isopropylcyclohexenecarbaldehyde
cpd23628	C102H185N2O32P2	KDO-lipid A
cpd23622	C15H24	(-)-gamma-cadinene
cpd15579	C38H56N8O27P2	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine
cpd07830	C9H8O3	Caffeyl aldehyde
cpd17036	C8H10N2O6	Unknown Product
cpd19549	C19H11O2	4-Chrysenecarboxylate
cpd17039	C5H9O4P	Isopentenyl phosphate
cpd19544	C20H12O2	9,10-Dihydroxybenzo[a]pyrene
cpd19545	C20H12O2	4,5-Dihydroxybenzo[a]pyrene
cpd19542	C20H14O2	Benzo[a]pyrene-cis-9,10-dihydrodiol
cpd19543	C20H10O4	4,5-Chrysenedicarboxylate
cpd19541	C20H14O2	Benzo[a]pyrene-cis-7,8-dihydrodiol
cpd16251	C97H186O15P2	M_PPM_keto_mycolate__2_cyclopropanated_rings
cpd16250	C97H188O16P2	M_PPM_keto_mycolate__1_cyclopropanated_rings
cpd16257	C25H39N7O17P3S	M_Butyrate_Coa
cpd16259	C25H39N7O18P3S	M_3_Hydroxybutyryl_CoA
cpd16258	C25H37N7O17P3S	M_Crotonyl_Coa
cpd19001	C6H12O6	alpha-D-Glucose
cpd26818	C6H12O6	D-Galactose
cpd25509	C48H36O30	3-O-digalloyl-1,2,4,6-tetra-O-beta-D-galloylglucose
cpd25508	C48H36O30	2-O-digalloyl-1,3,4,6-tetra-O-beta-D-galloylglucose
cpd25505	C13H16O10	6-O-galloylglucose
cpd25507	C48H36O30	4-O-digalloyl-1,2,3,6-tetra-O-beta-D-galloylglucose
cpd25501	C17H17NO2	cinnamoyltyramine
cpd24917	C28H55O2	montanate
cpd25503	C17H17NO3	p-coumaroyltyramine
cpd25502	C19H21NO5	sinapoyltyramine
cpd22870	C16H10O10S	3' methylquercetin 3-sulphate
cpd22876	C16H9O13S2	isorhamnetin 3, 4'-bisulphate
cpd22877	C6H5ClO5	2-oxopent-5-chloro-3-enoate
cpd22878	C5H6ClO4	5-chloro-4-hydroxy-2-oxopentanoate
cpd21993	C15H12O4	3-5-Dihydroxy-Flavanones
cpd21288	C19H22N8O13P2S2.Mo.O2	Mast cell degranulating peptide
cpd21995	C19H30O2	3-alpha-hydroxy-5-beta-androstane-17-one
cpd03525	C9H10NO7	N-Succinyl-L-glutamate
cpd26970	C15H12O7	Dihydroquercetins
cpd15784	C48H96N2O11P	Stearoyllysylphophatidylglycerol
cpd15785	C46H92N2O11P	Isoheptadecanoyllysylphophatidylglycerol
cpd15786	C46H92N2O11P	Anteisoheptadecanoyllysylphophatidylglycerol
cpd15787	C40H80N2O11P	Isotetradecanoyllysylphophatidylglycerol
cpd15780	C189H349N24O159P24	Anteisopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15781	C191H352N24O159P24	Isohexadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15782	C44H88N2O11P	Palmitoyllysylphophatidylglycerol
cpd15783	C40H80N2O11P	Myristoyllysylphophatidylglycerol
cpd15788	C42H84N2O11P	Isopentadecanoyllysylphophatidylglycerol
cpd15789	C42H84N2O11P	Anteisopentadecanoyllysylphophatidylglycerol
cpd27626	C5H8N3O	N3-methylcytosine
cpd27627	C54H90N6O38	GnGn-GP
cpd27621	C6H8N5	N1-methyladenine
cpd27628	C60H100N6O42	N(4)-{N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,3)]-N-acetyl-beta-D-glucosaminyl}asparagine
cpd27629	C60H100N6O42	N4-{N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine
cpd02713	C18H16O7	3,7,4'-Tri-O-methylquercetin
cpd02240	C12H10O3	2,2',3-Trihydroxybiphenyl
cpd02243	C6H3O4Cl	2-Chloro-cis,cis-muconate
cpd02710	C10H16N4O4	2-(3-Carboxy-3-aminopropyl)-L-histidine
cpd02245	C7H7OI	2-Iodophenol methyl ether
cpd02716	C8H8NO4	3-Carboxy-4-methoxy-N-methyl-2-pyridone
cpd02247	C23H36NO6S	20-OH-LTE4
cpd02246	C2H5O3S2	CoM
cpd02249	C19H23O7	Gibberellin A8
cpd02248	C31H45O8R	23,24-Dihydrocucurbitacin
cpd02719	C28H46O	4alpha-Methyl-5alpha-cholest-7-en-3-one
cpd19962	C18H28NO4	(-)-Jasmonoyl-L-isoleucine
cpd12208	C5H5N2O4R2	Peptide L-aspartate
cpd15529	C33H66NO8P	phosphatidylethanolamine ditetradecanoyl
cpd15258	C62H119NO26P2	mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific
cpd15259	C54H105NO16P	mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific
cpd02821	C7H7O4	1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate
cpd15252	C55H94N2O37P2	(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol
cpd15521	C27H52O8P	1,2-didodecanoyl-sn-glycerol 3-phosphate
cpd15522	C31H60O8P	1,2-ditetradecanoyl-sn-glycerol 3-phosphate
cpd15251	C49H84N2O32P2	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
cpd15256	C62H119NO25P2	mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific
cpd15257	C60H115NO26P2	mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific
cpd15254	C62H119NO24P2	mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific
cpd15255	C60H115NO25P2	mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific
cpd04711	C16H15N2O2	Lysergic acid
cpd21378	C20H32	ent-Isokaurene
cpd21379	C20H32O	ent-2alpha-Hydroxyisokaurene
cpd21376	C27H44O2	26-Hydroxycholest-4-en-3-one
cpd21377	C19H24O2	Androsta-1,4-diene-3,17-dione
cpd21372	C37H51ClN2O14	Ansamitocinoside P-3
cpd00380	C5H4O4	Itaconate
cpd21370	C31H41ClN2O8	N-Demethyl-desepoxyansamitocin P-3
cpd21371	C31H41ClN2O9	N-Demethylansamitocin P-3
cpd26508	C5H7O10P2	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate
cpd24821	C24H32N4O8	4-[N-gamma-L-glutamyl-gamma-L-glutamyl-)-p-(beta-aminoethyl)phenoxy-methyl]-2-(aminomethyl)furan
cpd24820	C19H26N3O5	4-[N-gamma-L-glutamyl-)-p-(beta-aminoethyl)phenoxy-methyl]-2-(aminomethyl)furan
cpd24823	C11H14NO7P	4-(beta-D-ribofuranosyl)aminobenzene-5'-phosphate
cpd23837	C6H4O5	(2Z,4E)-2-hydroxyhexa-2,4-dienedioate
cpd23836	C31H40N7O20P3S	6'-hydroxyferuloyl-CoA
cpd23834	C19H18N5O6	6-amino-6-deoxyfutalosine
cpd23839	C9H12N5O7P	7,8-dihydro-D-neopterin 2'-phosphate
cpd21748	C40H80NO8P	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine
cpd21745	C13H18O3	(+-)-6-hydroxy-3-oxo-alpha-ionone
cpd00658	C10H8O6	Isochorismate
cpd00659	N2O	Nitrous oxide
cpd00654	C9H13N3O4	Deoxycytidine
cpd00655	C21H33N7O13P2S	Dephospho-CoA
cpd00657	C10H16N4O3	Homocarnosine
cpd00650	C25H36N7O17P3S	Crotonyl-CoA
cpd00651	C5H9O6	D-Arabinonate
cpd00652	C6H8O8	D-Mucic acid
cpd00653	C6H11O7	D-Galactonate
cpd11572	C29H53N2O8PRS	trans-Octodec-2-enoyl-ACP
cpd11571	C29H55N2O9PRS	3-Hydroxyoctodecanoyl-ACP
cpd11570	C29H53N2O9PRS	3-Oxooctodecanoyl-ACP
cpd11576	C5H11NO3S	L-methionine R-oxide
cpd11574	H2MoO4	Molybdate
cpd11579	C2H5O3S	ethanesulfonate
cpd11578	C6H13O3S	hexanesulfonate
cpd09262	C15H12O6	2-Hydroxy-2,3-dihydrogenistein
cpd09263	C27H24O18	Luteolin 7-O-beta-D-diglucuronide
cpd09260	C28H32O14	Isoswertisin 2''-rhamnoside
cpd09261	C27H30O15	Scolymoside
cpd09266	C33H40O21	Kaempferol 3-sophorotrioside
cpd09267	C42H46O23	Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)- beta-D-glucoside]
cpd09264	C16H11O8	Laricitrin
cpd09265	C27H30O16	Sophoraflavonoloside
cpd06955	C13H8O5	Gentisein
cpd09268	C26H28O16	Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]
cpd09269	C24H21O15	Quercetin 3-O-malonylglucoside
cpd25237	C44H77NO10P	1-(11Z-eicosenoyl)-2-(9Z,12Z,15Z-octadecadienoyl)-sn-glycero-3-phosphoserine
cpd25236	C44H79NO10P	1-(11Z-eicosenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine
cpd24209	C12H9O6	2-hydroxy-6-oxo-6-(2,3-dihydroxyphenyl)-hexa-2,4-dienoate
cpd25234	C44H81NO10P	1-20:0-2-18:2-phosphatidylserine
cpd25498	C19H18N2O2	cinnamic acid serotonin amide
cpd25232	C47H86NO8P	1-(15Z-tetracosenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphoethanolamine
cpd11314	C6H9O7	L-Sorbosonate
cpd11313	C49H56FeN4O5	hemeO
cpd11312	C49H54FeN4O6	hemeA
cpd11311	C4H8N	1-Pyrroline
cpd11310	C9H12N3O9P	5-phosphoribosyl-5-carboxyaminoimidazole
cpd24208	C12H10O4	2,2',3,3'-tetrahydroxybiphenyl
cpd25230	C47H88NO8P	1-24:0-2-18:3-phosphatidylethanolamine
cpd25085	C12H20O10	bis-D-fructos 2',1:2,1'-dianhydride
cpd20567	C4H6O2	Vinyl acetate
cpd11588	C7H12N2O3	gly-pro-L
cpd22503	C9H7O4	CAFFEATE
cpd22504	C16H15O8	caffeoylshikimate
cpd22505	C9H15N4O7	canavaninosuccinate
cpd22058	C7H9N3O4	willardiine
cpd00277	C10H13N5O4	Deoxyguanosine
cpd01943	C10H14O2	2,5-Diketocamphane
cpd01942	C39H61N7O17P3S	gamma-Linolenoyl-CoA
cpd07165	C15H14O2	5-Methoxy-3-stilbenol
cpd25880	C57H85O3	3-decaprenyl-4-hydroxybenzoate
cpd25881	C57H88O2	2-methoxy-6-(all-trans-decaprenyl)phenol
cpd25882	C52H80O2	2-methoxy-6-(all-trans-nonaprenyl)phenol
cpd25883	C56H86O2	2-decaprenyl-6-hydroxyphenol
cpd25884	C57H88O3	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol
cpd25885	C52H80O3	2-methoxy-6-all trans-nonaprenyl-2-methoxy-1,4-benzoquinol
cpd06719	C15H12O4	Pinocembrin
cpd06718	C15H12O5	Pinobanksin
cpd06717	C28H41N7O19P3S	6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA
cpd06716	C28H43N7O19P3S	2,6-Dihydroxycyclohexane-1-carboxyl-CoA
cpd06715	C28H43N7O17P3S	Cyclohexane-1-carboxyl-CoA
cpd06714	C7H11O2	Hexahydrobenzoic acid
cpd06713	C28H39N7O18P3S	6-Ketoxycyclohex-1-ene-1-carboxyl-CoA
cpd06712	C32H40N7O20P3S	Benzoylsuccinyl-CoA
cpd06711	C32H42N7O20P3S	(Hydroxymethylphenyl)succinyl-CoA
cpd06710	C32H40N7O19P3S	E-Phenylitaconyl-CoA
cpd25046	C9H7O5	3,4,6-trihydroxy-cis-cinnamate
cpd07445	C21H16O7	Diphyllin
cpd27405	C10H18O2	Limonene-1-2-diols
cpd03586	C84H148N2O37P2	kdo2-lipid iva
cpd01949	C4H10O2	(S,S)-2,3-Butanediol
cpd01948	C18H35O3	(S)-2-Hydroxystearate
cpd01054	O2Cl	Chlorite
cpd03412	C12H20O11	3-Ketosucrose
cpd03143	C18H22O3	2-Hydroxyestrone
cpd01293	C5H6NO3	5-Oxoproline
cpd01292	C5H6NO3	4-Oxoproline
cpd01290	C11H22O	2-Undecanone
cpd01297	C4H7O4R	Glyceride
cpd01296	C15H21N5O14P2	ADP-D-ribose
cpd01295	C19H30O	7-Oxosteroid
cpd01294	C6H10O2	2-Oxepanone
cpd01298	C3H8NO	Aminoacetone
cpd03144	C19H24O3	2-Methoxyestrone
cpd03146	C18H24O3	2-OH-Estradiol
cpd02410	C8H16O3	Ethyl (R)-3-hydroxyhexanoate
cpd02018	C6H12N2O3	N5-Methyl-L-glutamine
cpd02019	C20H43N5O11	N6'-Acetylkanamycin-B
cpd02411	C8H16O3	Ethyl (S)-3-hydroxyhexanoate
cpd02014	C10H7NO5	N-Malonylanthranilate
cpd02015	C3H8N3O6PS	N-Phosphotaurocyamine
cpd02016	C11H15N2O5	N-Ribosylnicotinamide
cpd02010	C14H10NO3	N-Benzoylanthranilate
cpd02011	C12H17NO5	N-D-Glucosylarylamine
cpd02012	C6H10NO3S	N-Formyl-L-methionine
cpd24597	C13H17NO7	p-PAPA-Glc
cpd24596	C74H122N2O22P3	prenyl-P-P-GlcNAc-ManNAc-P-Gro
cpd02414	C7H10NO5	L-2-Amino-6-oxopimelate
cpd02415	C5H13N2O6P	Serine phosphoethanolamine
cpd02416	C8H15NO6	N-Acetyl-beta-D-glucosamine
cpd15925	C80H144O43P	phosphatidylinositol mannoside hexa-mannose (tuberculosis)
cpd15926	C15H18N3O5S	acetyl-cystine-bimane
cpd08320	C8H12O2	2-Methyl-6-oxohepta-2,4-dienal
cpd15920	C50H94O18P	phosphatidylinositol mannoside (tuberculosis)
cpd24201	C9H12O	1-(2-hydroxyphenyl)propane
cpd15921	C56H104O23P	phosphatidylinositol mannoside di-mannose (tuberculosis)
cpd15923	C68H124O33P	phosphatidylinositol mannoside tetra-mannose (tuberculosis)
cpd24047	C29H48O2	3-oxo-24-ethyl-26-hydroxy-cholest-4-ene
cpd24046	C29H48O	3-oxo-24-ethyl-cholest-4-ene
cpd24045	C29H48O	3-oxo-24-ethyl-cholest-5-ene
cpd24041	C16H26N3O14P2	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose
cpd24049	C29H46O2	3-oxo-24-ethyl-26-al-cholest-4-ene
cpd24048	C50H76N7O18P3S	3-oxo-24-ethyl-cholest-4,24-dien-26-oyl-CoA
cpd12789	C37H64N2O22P2	Man-beta1->4GlcNAc-beta1->4GlcNAc-PP-Dol
cpd12788	C25H42O7P2	Dehydrodolichol diphosphate
cpd12785	C17H21O3	4-Hydroxy-3-polyprenylbenzoate
cpd12781	C16H22O2	5-Hydroxy-2-polyprenylphenol
cpd12780	C16H22O	2-Polyprenylphenol
cpd12783	C21H26O2	Menaquinol
cpd24101	C5H7O4	5-hydroxy-4-oxopentanoate
cpd24106	C16H22N2O14P2	dTDP-4-dehydro-2,6-dideoxy-beta-L-galactose
cpd24107	C17H24N2O14P2	dTDP-(2R,4S,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one
cpd16448	C43H71N7O17P3S	(13Z,16Z)-Docosadi-13,16-enoyl-CoA
cpd16449	C6H13NO2	N,N-Diethylglycine
cpd16446	C23H26NO9	Morphine-3-glucuronide
cpd16447	C10H14O4	1-(3,4-Dimethoxyphenyl)ethane-1,2-diol
cpd16445	C33H38N4O6	Irinotecan
cpd16443	C5H10O5	beta-D-Ribofuranose
cpd16441	C5H10O7P	5-Deoxyribose-1-phosphate
cpd03638	C10H16	(+)-Limonene
cpd03637	C40H56O2	Zeaxanthin
cpd03636	C19H23O6	Gibberellin A29
cpd03635	C20H26O6	Gibberellin A44 diacid
cpd03634	C20H26O5	Gibberellin A53
cpd03633	C20H27O3	Gibberellin A12 aldehyde
cpd03630	C20H32	ent-Kaurene
cpd12561	C11H14NO9R4*	Polysialic acid acetylated at O-7
cpd12560	C8H14N2O4R2	N3'-Acetyl-2-deoxystreptamine antibiotic
cpd12563	C12H24O16P2	alpha-D-Glucosylpoly(glycerol phosphate)
cpd15066	C36H35O18	Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
cpd12565	C43H61N5O36P4R4	tRNA(Asp)-O-5''-beta-D-mannosylqueuosine
cpd12564	C23H32N3O23P3R2	tRNA 3-(3-amino-3-carboxypropyl)-uridine
cpd12568	C41H70N2O17P2	Chitobiosyldiphosphodolichol
cpd15069	C6H6N4O2	7-Methylxanthine
cpd15068	C11H15N4O6	7-Methylxanthosine
cpd02906	C8H6O6	Phthalate-4,5-cis-dihydrodiol
cpd02907	C18H29O4	13(S)-HPOT
cpd02904	C14H17N2O7P	alpha-Ribazole 5'-phosphate
cpd02905	C18H29O3	OPC-8:0
cpd02902	C18H31O16R	D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R
cpd02903	C17H30N2O13	D-Galactosyl-3-(N-acetyl-beta-D-galactosaminyl)-L-serine
cpd02900	C8H10N2O4	L-Mimosine
cpd02901	C8H8NO4	5-Pyridoxate
cpd15035	C18H27O3	Etherolenic acid
cpd15030	C33H39O22	Delphinidin 3,5,3'-triglucoside
cpd16745	C12H22O2R	C12:0-Medium-chain length Polyhydroxyalkanoate.
cpd16744	C10H18O2R	C10:0-Medium-chain length Polyhydroxyalkanoate.
cpd16746	C12H20O2R	C12:1-Medium-chain length Polyhydroxyalkanoate.
cpd11503	C20H37N2O8PRS	6-methyl-octanoyl-ACP
cpd16741	C5H4NO4	N-Formyl maleamic acid
cpd16740	C29H40N7O19P3S	1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA
